"Timestamp","If your Amazon Mechanical Turk Worker ID does not appear below, please fill it in.","The name of the college/university you were given for this HIT appears below.","In normal (non-pandemic) times, most colleges/universities had a usual grading method, that is, a grading method that automatically applied to most students. We will refer to this as the ""usual pre-pandemic"" grading method. At the college/university you were assigned, what was the usual pre-pandemic grading method? (If you can't find it this information, it may be helpful to look at the website of the registrar of the college/university.)","You just answered a question about the usual pre-pandemic grading method. How confident are you in your answer? 1 = Not very confident, 2 = Somewhat confident, 3 = Confident, and 4 = Extremely Confident","Were students at the college/university you were assigned given more choice than usual for how to be graded for the spring academic term, where this choice was specifically offered because of the unusual circumstances of the COVID pandemic?","You just answered that students were given more choice than usual due to the COVID pandemic. How confident are you in your answer? 1 = Not very confident, 2 = Somewhat confident, 3 = Confident, and 4 = Extremely Confident","You just answered that despite the COVID pandemic, students were not given more choice than usual. How confident are you in your answer? 1 = Not very confident, 2 = Somewhat confident, 3 = Confident, and 4 = Extremely Confident","We are interested in knowing how a student would be graded if they took no action, that is, if they did not actively indicate a choice. We refer to this as the ""pandemic default"" grading method. Was the pandemic default grading method different from or the same as the usual pre-pandemic method that you indicated earlier?","You just answered that the pandemic default grading method was different from the usual pre-pandemic method. How confident are you in your answer? 1 = Not very confident, 2 = Somewhat confident, 3 = Confident, and 4 = Extremely Confident","You just answered that the pandemic default grading method was the same as the usual pre-pandemic method. How confident are you in your answer? 1 = Not very confident, 2 = Somewhat confident, 3 = Confident, and 4 = Extremely Confident","Please choose the option below that best describes the pandemic default grading method.","You just answered a question about the pandemic default grading method. How confident are you in your answer? 1 = Not very confident, 2 = Somewhat confident, 3 = Confident, and 4 = Extremely Confident","Now we would like to know the alternative choice to the pandemic default method. That is, we would like to know what grading method students could choose to opt in to if they decided they did not want the pandemic default method. We refer to this non-default choice as the ""pandemic opt-in"" grading method. Please choose the option below that best describes the pandemic opt-in grading method.","You just answered a question about the pandemic opt-in grading method. How confident are you in your answer? 1 = Not very confident, 2 = Somewhat confident, 3 = Confident, and 4 = Extremely Confident","Could students apply the pandemic default and pandemic opt-in grading methods on a per-course basis, that is, could they apply different grading methods to different courses? An example of applying different grading methods to different courses would be, say, that the student could apply the pandemic default grading method to Physics 201 and the pandemic opt-in grading method to History 311. So, could students apply the pandemic default and pandemic opt-in grading methods on a per-course basis?","You just answered a question about whether the pandemic default and pandemic opt-in grading methods could be applied on a per-course basis. How confident are you in your answer? 1 = Not very confident, 2 = Somewhat confident, 3 = Confident, and 4 = Extremely Confident","If students wanted to choose the pandemic opt-in grading method for any course, when were they required to indicate this choice?","You just answered a question about the deadline for a student choosing the pandemic opt-in grading method. How confident are you in your answer? 1 = Not very confident, 2 = Somewhat confident, 3 = Confident, and 4 = Extremely Confident","Given that students did not have more choice than usual in how to be graded during the spring 2020 term, we want to know the how the college/university chose to grade students during the spring semester. We refer to this as the ""pandemic"" grading method. Was the pandemic grading method different from or the same as the usual pre-pandemic method that you indicated earlier?","You just answered that the pandemic grading method was the same as the usual pre-pandemic grading method. How confident are you in your answer? 1 = Not very confident, 2 = Somewhat confident, 3 = Confident, and 4 = Extremely Confident","You just answered that the pandemic grading method was different from the usual pre-pandemic grading method. How confident are you in your answer? 1 = Not very confident, 2 = Somewhat confident, 3 = Confident, and 4 = Extremely Confident","Please choose the option below that best describes the pandemic grading method.","You just answered a question about what the pandemic grading method was. How confident are you in your answer? 1 = Not very confident, 2 = Somewhat confident, 3 = Confident, and 4 = Extremely Confident","Which of the following is the most accurate description of the pandemic grading method?","You just answered a question about the amount of instructor choice in the pandemic grading method. How confident are you in your response? 1 = Not very confident, 2 = Somewhat confident, 3 = Confident, and 4 = Extremely Confident"
"2020/08/22 5:59:24 PM AST","ANCCKNF1DKRZO","Wilkes University","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","4","Yes, students were given more choice than usual due to the COVID pandemic","4","","The pandemic default method was the same as the usual pre-pandemic method","","4","","","Pass/Fail or High Pass/Pass/Fail or Satisfactory/Unsatisfactory (or a close variation thereof)","4","Yes: the student could choose between the pandemic default method and pandemic opt-in method for each of their courses, independently","4","After they saw what their grade would be using the pandemic default method","4","","","","","","",""
"2020/08/22 5:59:49 PM AST","A18T7E73TNGOKP","University of Colorado Boulder","Cannot determine","4","No, despite the COVID pandemic, students were not given more choice than usual","","4","","","","","","","","","","","","The pandemic grading method was the same as the usual pre-pandemic grading method","4","","","","",""
"2020/08/22 5:59:55 PM AST","AKWGZRPLABVC5","St. Joseph's College-Long Island","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","4","No, despite the COVID pandemic, students were not given more choice than usual","","3","","","","","","","","","","","","The pandemic grading method was the same as the usual pre-pandemic grading method","3","","","","",""
"2020/08/22 6:00:03 PM AST","AEOVYZ83Q3GX4","Morehouse College","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","4","Yes, students were given more choice than usual due to the COVID pandemic","4","","The pandemic default method was the same as the usual pre-pandemic method","","4","","","Covid Withdrawal","4","Yes: the student could choose between the pandemic default method and pandemic opt-in method for each of their courses, independently","4","Before they saw what their grade would be under the pandemic default method","3","","","","","","",""
"2020/08/22 6:00:13 PM AST","ACD400BAWY7QC","Wittenberg University","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","4","Yes, students were given more choice than usual due to the COVID pandemic","4","","The pandemic default method was the same as the usual pre-pandemic method","","4","","","Pass/Fail or High Pass/Pass/Fail or Satisfactory/Unsatisfactory (or a close variation thereof)","3","Students could only select up to two courses to change to pass/fail","4","Before they saw what their grade would be under the pandemic default method","4","","","","","","",""
"2020/08/22 6:00:42 PM AST","AOHQV4DW7JDR","Colby-Sawyer College","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","4","No, despite the COVID pandemic, students were not given more choice than usual","","2","","","","","","","","","","","","Cannot determine","","","Cannot determine","4","Cannot determine","4"
"2020/08/22 6:01:26 PM AST","A1LZXNOD36P7C4","Illinois College","Cannot determine","4","No, despite the COVID pandemic, students were not given more choice than usual","","3","","","","","","","","","","","","Cannot determine","","","Cannot determine","4","Cannot determine","3"
"2020/08/22 6:01:34 PM AST","ALSMH6OVJJZ12","Lincoln University","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","4","Yes, students were given more choice than usual due to the COVID pandemic","4","","The pandemic default method was the same as the usual pre-pandemic method","","4","","","Pass/Fail or High Pass/Pass/Fail or Satisfactory/Unsatisfactory (or a close variation thereof)","4","Yes: the student could choose between the pandemic default method and pandemic opt-in method for each of their courses, independently","4","Before they saw what their grade would be under the pandemic default method","4","","","","","","",""
"2020/08/22 6:02:02 PM AST","A2YTQDLACTLIBA","Franklin College","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","4","Yes, students were given more choice than usual due to the COVID pandemic","4","","The pandemic default method was different from the usual pre-pandemic method","4","","Pass/Fail or High Pass/Pass/Fail or Satisfactory/Unsatisfactory (or a close variation thereof)","4","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","4","Yes: the student could choose between the pandemic default method and pandemic opt-in method for each of their courses, independently","4","After they saw what their grade would be using the pandemic default method","4","","","","","","",""
"2020/08/22 6:02:12 PM AST","A2GC6RYOYAZAP7","Marian University","Pass/Fail or High Pass/Pass/Fail or Satisfactory/Unsatisfactory (or a close variation thereof)","2","Yes, students were given more choice than usual due to the COVID pandemic","3","","Cannot determine","","","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","3","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","3","Cannot determine","1","After they saw what their grade would be using the pandemic default method","2","","","","","","",""
"2020/08/22 6:02:18 PM AST","A3AIRKDB2DMC7U","Colgate University","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","4","Yes, students were given more choice than usual due to the COVID pandemic","4","","The pandemic default method was different from the usual pre-pandemic method","4","","Pass/NoCredit or High Pass/Pass/No Credit (or a close variation thereof)","4","Pass/NoCredit or High Pass/Pass/No Credit (or a close variation thereof)","4","Yes: the student could choose between the pandemic default method and pandemic opt-in method for each of their courses, independently","4","After they saw what their grade would be using the pandemic default method","4","","","","","","",""
"2020/08/22 6:03:05 PM AST","A2J6S7QR4CGXTW","Franklin College","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","4","Yes, students were given more choice than usual due to the COVID pandemic","4","","The pandemic default method was the same as the usual pre-pandemic method","","4","","","Pass/Fail or High Pass/Pass/Fail or Satisfactory/Unsatisfactory (or a close variation thereof)","4","Partially: Some courses allowed students to make a choice between the pandemic default method and the pandemic opt-in method, while for other courses, the instructor or institution chose the grading method","4","Before they saw what their grade would be under the pandemic default method","4","","","","","","",""
"2020/08/22 6:05:17 PM AST","A3IXWFXJC2YKU7","Lincoln University","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","4","No, despite the COVID pandemic, students were not given more choice than usual","","3","","","","","","","","","","","","The pandemic grading method was the same as the usual pre-pandemic grading method","3","","","","",""
"2020/08/22 6:06:06 PM AST","A1FQLDWJD2E21Q","Birmingham-Southern College","Pass/NoCredit or High Pass/Pass/No Credit (or a close variation thereof)","3","Yes, students were given more choice than usual due to the COVID pandemic","4","","The pandemic default method was different from the usual pre-pandemic method","3","","Pass/NoCredit or High Pass/Pass/No Credit (or a close variation thereof)","3","Pass/NoCredit or High Pass/Pass/No Credit (or a close variation thereof)","3","Yes: the student could choose between the pandemic default method and pandemic opt-in method for each of their courses, independently","3","Before they saw what their grade would be under the pandemic default method","3","","","","","","",""
"2020/08/22 6:06:46 PM AST","A2YTQDLACTLIBA","College of Our Lady of the Elms","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","4","Yes, students were given more choice than usual due to the COVID pandemic","4","","The pandemic default method was different from the usual pre-pandemic method","4","","Pass/Fail or High Pass/Pass/Fail or Satisfactory/Unsatisfactory (or a close variation thereof)","4","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","4","Yes: the student could choose between the pandemic default method and pandemic opt-in method for each of their courses, independently","4","After they saw what their grade would be using the pandemic default method","4","","","","","","",""
"2020/08/22 6:06:52 PM AST","A2J6S7QR4CGXTW","Moravian College","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","4","Yes, students were given more choice than usual due to the COVID pandemic","4","","The pandemic default method was the same as the usual pre-pandemic method","","3","","","Pass/Fail or High Pass/Pass/Fail or Satisfactory/Unsatisfactory (or a close variation thereof)","4","Partially: Some courses allowed students to make a choice between the pandemic default method and the pandemic opt-in method, while for other courses, the instructor or institution chose the grading method","4","Cannot determine","4","","","","","","",""
"2020/08/22 6:08:10 PM AST","A6UOMU5YGCYR6","MacMurray College","Pass/NoCredit or High Pass/Pass/No Credit (or a close variation thereof)","3","Yes, students were given more choice than usual due to the COVID pandemic","3","","The pandemic default method was different from the usual pre-pandemic method","3","","Pass/NoCredit or High Pass/Pass/No Credit (or a close variation thereof)","3","Pass/NoCredit or High Pass/Pass/No Credit (or a close variation thereof)","3","Yes: the student could choose between the pandemic default method and pandemic opt-in method for each of their courses, independently","3","Before they saw what their grade would be under the pandemic default method","3","","","","","","",""
"2020/08/22 6:08:21 PM AST","A20PIEBHXCNSRP","College of Our Lady of the Elms","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","3","Yes, students were given more choice than usual due to the COVID pandemic","3","","The pandemic default method was different from the usual pre-pandemic method","3","","Pass/Fail or High Pass/Pass/Fail or Satisfactory/Unsatisfactory (or a close variation thereof)","4","Pass/Fail or High Pass/Pass/Fail or Satisfactory/Unsatisfactory (or a close variation thereof)","3","Yes: the student could choose between the pandemic default method and pandemic opt-in method for each of their courses, independently","3","Cannot determine","2","","","","","","",""
"2020/08/22 6:08:24 PM AST","A18T7E73TNGOKP","Thiel College","Cannot determine","4","No, despite the COVID pandemic, students were not given more choice than usual","","4","","","","","","","","","","","","The pandemic grading method was the same as the usual pre-pandemic grading method","4","","","","",""
"2020/08/22 6:08:39 PM AST","AEOVYZ83Q3GX4","Coker University","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","4","No, despite the COVID pandemic, students were not given more choice than usual","","1","","","","","","","","","","","","Cannot determine","","","Cannot determine","4","Cannot determine","4"
"2020/08/22 6:08:50 PM AST","A1NRU6IWDB54SF","DeSales University","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","4","No, despite the COVID pandemic, students were not given more choice than usual","","4","","","","","","","","","","","","The pandemic grading method was the same as the usual pre-pandemic grading method","4","","","","",""
"2020/08/22 6:09:25 PM AST","A25AYMSZNDW1VJ","University of Illinois at Chicago","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","4","No, despite the COVID pandemic, students were not given more choice than usual","","4","","","","","","","","","","","","The pandemic grading method was the same as the usual pre-pandemic grading method","3","","","","",""
"2020/08/22 6:10:00 PM AST","A18T7E73TNGOKP","Waynesburg University","Cannot determine","4","No, despite the COVID pandemic, students were not given more choice than usual","","4","","","","","","","","","","","","The pandemic grading method was the same as the usual pre-pandemic grading method","4","","","","",""
"2020/08/22 6:11:11 PM AST","A2LXPQS44US390","Moravian College","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","4","Yes, students were given more choice than usual due to the COVID pandemic","4","","The pandemic default method was different from the usual pre-pandemic method","3","","Pass/Fail or High Pass/Pass/Fail or Satisfactory/Unsatisfactory (or a close variation thereof)","3","Pass/Fail or High Pass/Pass/Fail or Satisfactory/Unsatisfactory (or a close variation thereof)","4","Partially: Some courses allowed students to make a choice between the pandemic default method and the pandemic opt-in method, while for other courses, the instructor or institution chose the grading method","4","Cannot determine","3","","","","","","",""
"2020/08/22 6:11:20 PM AST","A2J6S7QR4CGXTW","Dordt University","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","4","No, despite the COVID pandemic, students were not given more choice than usual","","3","","","","","","","","","","","","The pandemic grading method was the same as the usual pre-pandemic grading method","3","","","","",""
"2020/08/22 6:13:24 PM AST","A2J6S7QR4CGXTW","Centenary College of Louisiana","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","4","Yes, students were given more choice than usual due to the COVID pandemic","4","","The pandemic default method was the same as the usual pre-pandemic method","","4","","","Pass/Fail or High Pass/Pass/Fail or Satisfactory/Unsatisfactory (or a close variation thereof)","4","Yes: the student could choose between the pandemic default method and pandemic opt-in method for each of their courses, independently","4","After they saw what their grade would be using the pandemic default method","4","","","","","","",""
"2020/08/22 6:14:18 PM AST","AEOVYZ83Q3GX4","College of Our Lady of the Elms","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","4","Yes, students were given more choice than usual due to the COVID pandemic","4","","The pandemic default method was the same as the usual pre-pandemic method","","4","","","Pass/Fail or High Pass/Pass/Fail or Satisfactory/Unsatisfactory (or a close variation thereof)","4","Partially: Some courses allowed students to make a choice between the pandemic default method and the pandemic opt-in method, while for other courses, the instructor or institution chose the grading method","4","After they saw what their grade would be using the pandemic default method","4","","","","","","",""
"2020/08/22 6:14:23 PM AST","A2W121DQXNQK1","Dordt University","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","4","No, despite the COVID pandemic, students were not given more choice than usual","","3","","","","","","","","","","","","The pandemic grading method was the same as the usual pre-pandemic grading method","4","","","","",""
"2020/08/22 6:20:14 PM AST","AQY3P7G18A43H","Centenary College of Louisiana","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","4","Yes, students were given more choice than usual due to the COVID pandemic","4","","The pandemic default method was the same as the usual pre-pandemic method","","3","","","Pass/Fail or High Pass/Pass/Fail or Satisfactory/Unsatisfactory (or a close variation thereof)","3","Yes: the student could choose between the pandemic default method and pandemic opt-in method for each of their courses, independently","3","After they saw what their grade would be using the pandemic default method","4","","","","","","",""
"2020/08/22 6:20:16 PM AST","A2BV7O07LVX731","Virginia Commonwealth University","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","3","Yes, students were given more choice than usual due to the COVID pandemic","4","","The pandemic default method was the same as the usual pre-pandemic method","","3","","","Pass/Fail or High Pass/Pass/Fail or Satisfactory/Unsatisfactory (or a close variation thereof)","3","Partially: Some courses allowed students to make a choice between the pandemic default method and the pandemic opt-in method, while for other courses, the instructor or institution chose the grading method","3","After they saw what their grade would be using the pandemic default method","4","","","","","","",""
"2020/08/22 6:25:48 PM AST","ANCCKNF1DKRZO","University of Indianapolis","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","4","Yes, students were given more choice than usual due to the COVID pandemic","4","","The pandemic default method was the same as the usual pre-pandemic method","","4","","","Pass/Fail or High Pass/Pass/Fail or Satisfactory/Unsatisfactory (or a close variation thereof)","4","Yes: the student could choose between the pandemic default method and pandemic opt-in method for each of their courses, independently","4","After they saw what their grade would be using the pandemic default method","4","","","","","","",""
"2020/08/22 6:33:11 PM AST","A2SR85I8JMO1ZZ","Colgate University","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","4","Yes, students were given more choice than usual due to the COVID pandemic","3","","The pandemic default method was different from the usual pre-pandemic method","4","","Pass/Fail or High Pass/Pass/Fail or Satisfactory/Unsatisfactory (or a close variation thereof)","4","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","4","Yes: the student could choose between the pandemic default method and pandemic opt-in method for each of their courses, independently","3","Before they saw what their grade would be under the pandemic default method","3","","","","","","",""
"2020/08/22 6:33:50 PM AST","A3V2XCDF45VN9X","Franklin College","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","3","Yes, students were given more choice than usual due to the COVID pandemic","3","","The pandemic default method was the same as the usual pre-pandemic method","","2","","","Satisfactory/Satisfactory D/Fail","3","Yes: the student could choose between the pandemic default method and pandemic opt-in method for each of their courses, independently","3","Cannot determine","2","","","","","","",""
"2020/08/22 6:34:21 PM AST","A1FQLDWJD2E21Q","University of Alaska Anchorage","Pass/NoCredit or High Pass/Pass/No Credit (or a close variation thereof)","3","Yes, students were given more choice than usual due to the COVID pandemic","3","","The pandemic default method was different from the usual pre-pandemic method","3","","Pass/NoCredit or High Pass/Pass/No Credit (or a close variation thereof)","3","Pass/NoCredit or High Pass/Pass/No Credit (or a close variation thereof)","3","Yes: the student could choose between the pandemic default method and pandemic opt-in method for each of their courses, independently","3","Before they saw what their grade would be under the pandemic default method","3","","","","","","",""
"2020/08/22 6:35:24 PM AST","AEOVYZ83Q3GX4","DeSales University","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","4","No, despite the COVID pandemic, students were not given more choice than usual","","1","","","","","","","","","","","","Cannot determine","","","Cannot determine","3","Cannot determine","3"
"2020/08/22 6:38:38 PM AST","A2YTQDLACTLIBA","Whitworth University-Adult Degree Programs","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","4","Yes, students were given more choice than usual due to the COVID pandemic","4","","The pandemic default method was different from the usual pre-pandemic method","4","","Pass/NoCredit or High Pass/Pass/No Credit (or a close variation thereof)","4","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","4","Cannot determine","4","Cannot determine","4","","","","","","",""
"2020/08/22 6:48:02 PM AST","A2J6S7QR4CGXTW","California State University-Dominguez Hills","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","4","Yes, students were given more choice than usual due to the COVID pandemic","4","","The pandemic default method was the same as the usual pre-pandemic method","","4","","","Pass/NoCredit or High Pass/Pass/No Credit (or a close variation thereof)","4","Yes: the student could choose between the pandemic default method and pandemic opt-in method for each of their courses, independently","4","After they saw what their grade would be using the pandemic default method","4","","","","","","",""
"2020/08/22 6:49:52 PM AST","AEOVYZ83Q3GX4","University of Central Oklahoma","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","4","Yes, students were given more choice than usual due to the COVID pandemic","4","","The pandemic default method was the same as the usual pre-pandemic method","","4","","","Pass/NoCredit or High Pass/Pass/No Credit (or a close variation thereof)","4","Yes: the student could choose between the pandemic default method and pandemic opt-in method for each of their courses, independently","3","After they saw what their grade would be using the pandemic default method","4","","","","","","",""
"2020/08/22 6:53:52 PM AST","AT5YJD7SRZ8JG","Bethel University","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","4","Yes, students were given more choice than usual due to the COVID pandemic","3","","The pandemic default method was different from the usual pre-pandemic method","3","","Pass/Fail or High Pass/Pass/Fail or Satisfactory/Unsatisfactory (or a close variation thereof)","3","Cannot determine","4","Some classes moved to a pass / fail grading system, but students have to log in and see if their particular class is affected. In order to access this information a person needs a log in and password.","4","Cannot determine","4","","","","","","",""
"2020/08/22 6:55:52 PM AST","AEOVYZ83Q3GX4","Roger Williams University","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","4","Yes, students were given more choice than usual due to the COVID pandemic","4","","The pandemic default method was the same as the usual pre-pandemic method","","4","","","Pass/Fail or High Pass/Pass/Fail or Satisfactory/Unsatisfactory (or a close variation thereof)","4","Yes: the student could choose between the pandemic default method and pandemic opt-in method for each of their courses, independently","4","After they saw what their grade would be using the pandemic default method","4","","","","","","",""
